article_id,title,authors,year,issue,volumn_page,pdf_url,doi
19850215,双异丙吡胺毒性反应,"冯正华,叶敏和",1985,第2期,http://www.chinjmap.com/cn/article/1985/2,http://www.chinjmap.com/article/exportPdf?id=19850215,
19850216,口服控制释放型给药系统的发展趋势和新途径,"李少玲,屠锡德",1985,第2期,http://www.chinjmap.com/cn/article/1985/2,http://www.chinjmap.com/article/exportPdf?id=19850216,
19850217,临床药师的教育方针,曹显国,1985,第2期,http://www.chinjmap.com/cn/article/1985/2,http://www.chinjmap.com/article/exportPdf?id=19850217,
19850218,狄戈辛的临床药物动力学研究,孙庭辉,1985,第2期,http://www.chinjmap.com/cn/article/1985/2,http://www.chinjmap.com/article/exportPdf?id=19850218,
19850219,头孢三嗪噻肟钠(Ceftriaxone sodium)在静脉输液中的稳定性,周自永,1985,第2期,http://www.chinjmap.com/cn/article/1985/2,http://www.chinjmap.com/article/exportPdf?id=19850219,
19850220,β-阻滞剂治疗特发性震颤麻痹,"玉冈晃山,杨俊何",1985,第2期,http://www.chinjmap.com/cn/article/1985/2,http://www.chinjmap.com/article/exportPdf?id=19850220,
19850222,美国药学会第37届全国会议简介,梁文权,1985,第2期,http://www.chinjmap.com/cn/article/1985/2,http://www.chinjmap.com/article/exportPdf?id=19850222,
19850223,开展活性肽-P物质的药用研究,陆(氵得)章,1985,第2期,http://www.chinjmap.com/cn/article/1985/2,http://www.chinjmap.com/article/exportPdf?id=19850223,
19850230,中国药学会浙江省丽江县分会举行年会,,1985,第2期,http://www.chinjmap.com/cn/article/1985/2,http://www.chinjmap.com/article/exportPdf?id=19850230,
19850224,风油精盛销不衰,"章云樵,李梦先",1985,第2期,http://www.chinjmap.com/cn/article/1985/2,http://www.chinjmap.com/article/exportPdf?id=19850224,
19850225,我省代表参加全国医药情报工作会议,周永熊,1985,第2期,http://www.chinjmap.com/cn/article/1985/2,http://www.chinjmap.com/article/exportPdf?id=19850225,
19850231,我省海洋药物资源开发协作组赴大陈岛等地进行考察活动,"杨广荣,李德英",1985,第2期,http://www.chinjmap.com/cn/article/1985/2,http://www.chinjmap.com/article/exportPdf?id=19850231,
19850232,华东各省市药学分会代表在徐州集会商讨中药发展问题,金青,1985,第2期,http://www.chinjmap.com/cn/article/1985/2,http://www.chinjmap.com/article/exportPdf?id=19850232,
19850235,医药咨询,胡世保,1985,第2期,http://www.chinjmap.com/cn/article/1985/2,http://www.chinjmap.com/article/exportPdf?id=19850235,
19850301,蜂花粉中农药残留量的测定,"毛丽珍,江月仙,刘良初",1985,第3期,http://www.chinjmap.com/cn/article/1985/3,http://www.chinjmap.com/article/exportPdf?id=19850301,
19850302,醋炔诺酮肟的生物学活性,"沈康元,卢凤英,袁玉英,张寅忝",1985,第3期,http://www.chinjmap.com/cn/article/1985/3,http://www.chinjmap.com/article/exportPdf?id=19850302,
19850303,关于盐酸硫胺总氯检验的误差分析及其总氯标准的有效数字问题,唐占青,1985,第3期,http://www.chinjmap.com/cn/article/1985/3,http://www.chinjmap.com/article/exportPdf?id=19850303,
19850304,葡萄糖酸钙注射液生产工艺条件探讨,胡国忠,1985,第3期,http://www.chinjmap.com/cn/article/1985/3,http://www.chinjmap.com/article/exportPdf?id=19850304,
19850305,活性炭除去杏仁水中的杂质,"缪澄寰,朱瑞英",1985,第3期,http://www.chinjmap.com/cn/article/1985/3,http://www.chinjmap.com/article/exportPdf?id=19850305,
19850306,浅析医院制剂不合格的原因数例,孙文松,1985,第3期,http://www.chinjmap.com/cn/article/1985/3,http://www.chinjmap.com/article/exportPdf?id=19850306,
19850307,灭滴灵棉剂制备及治疗牙周病疗效观察,黄振东,1985,第3期,http://www.chinjmap.com/cn/article/1985/3,http://www.chinjmap.com/article/exportPdf?id=19850307,
19850308,浙贝母灰霉病的药剂防治试验,"李云山,郑成",1985,第3期,http://www.chinjmap.com/cn/article/1985/3,http://www.chinjmap.com/article/exportPdf?id=19850308,
19850309,金银花的栽培与管理,叶德松,1985,第3期,http://www.chinjmap.com/cn/article/1985/3,http://www.chinjmap.com/article/exportPdf?id=19850309,
19850323,我省中药和天然药物分科学会将举行年会,李珍,1985,第3期,http://www.chinjmap.com/cn/article/1985/3,http://www.chinjmap.com/article/exportPdf?id=19850323,
19850310,三七与伪三七,冯迈高,1985,第3期,http://www.chinjmap.com/cn/article/1985/3,http://www.chinjmap.com/article/exportPdf?id=19850310,
19850311,苯妥英钠血浓度与疗效关系的探讨,"黄安娜,汪骅",1985,第3期,http://www.chinjmap.com/cn/article/1985/3,http://www.chinjmap.com/article/exportPdf?id=19850311,
19850324,前列康片和健力美花粉糕(片)通过鉴定,石建雄,1985,第3期,http://www.chinjmap.com/cn/article/1985/3,http://www.chinjmap.com/article/exportPdf?id=19850324,
19850312,整顿制剂室的几个重要环节,郑锡高,1985,第3期,http://www.chinjmap.com/cn/article/1985/3,http://www.chinjmap.com/article/exportPdf?id=19850312,
19850313,口服控制释放型给药系统的发展趋势和新途径(续),"李少玲,屠锡德",1985,第3期,http://www.chinjmap.com/cn/article/1985/3,http://www.chinjmap.com/article/exportPdf?id=19850313,
19850314,药物对细胞色素P-450的诱导和抑制(综述),刘志强,1985,第3期,http://www.chinjmap.com/cn/article/1985/3,http://www.chinjmap.com/article/exportPdf?id=19850314,
19850315,抗血吸虫病新药—吡喹酮,"乌义恩,卞如濂",1985,第3期,http://www.chinjmap.com/cn/article/1985/3,http://www.chinjmap.com/article/exportPdf?id=19850315,
19850316,中碳链甘油三酯的研究现状,"BachAC,BabayanVK,施觉民,李世俊",1985,第3期,http://www.chinjmap.com/cn/article/1985/3,http://www.chinjmap.com/article/exportPdf?id=19850316,
19850317,"用不同包衣设备包衣时,薄膜包衣处方对产品质量的影响","J.W.Stafford,曹显国",1985,第3期,http://www.chinjmap.com/cn/article/1985/3,http://www.chinjmap.com/article/exportPdf?id=19850317,
19850318,锌能有效地减轻感冒症状,周永熊,1985,第3期,http://www.chinjmap.com/cn/article/1985/3,http://www.chinjmap.com/article/exportPdf?id=19850318,
19850319,慢心律与其他药物的相互作用,杨俊何,1985,第3期,http://www.chinjmap.com/cn/article/1985/3,http://www.chinjmap.com/article/exportPdf?id=19850319,
19850320,防止药物副反应的重要途径,徐方舟,1985,第3期,http://www.chinjmap.com/cn/article/1985/3,http://www.chinjmap.com/article/exportPdf?id=19850320,
19850326,《药物动力学在临床上的应用》即将出版,卞际平,1985,第3期,http://www.chinjmap.com/cn/article/1985/3,http://www.chinjmap.com/article/exportPdf?id=19850326,
19850327,抗震颤麻痹药,郁永,1985,第3期,http://www.chinjmap.com/cn/article/1985/3,http://www.chinjmap.com/article/exportPdf?id=19850327,
19850321,中国药学会第二次工业药剂学学术会议在杭州举行,杨广荣,1985,第3期,http://www.chinjmap.com/cn/article/1985/3,http://www.chinjmap.com/article/exportPdf?id=19850321,
19850322,浙江省科技咨询中心医药咨询分中心批准建立,杨广荣,1985,第3期,http://www.chinjmap.com/cn/article/1985/3,http://www.chinjmap.com/article/exportPdf?id=19850322,
19850325,潘氏伤膏通过技术鉴定,周永熊,1985,第3期,http://www.chinjmap.com/cn/article/1985/3,http://www.chinjmap.com/article/exportPdf?id=19850325,
19850328,流行性脑脊髓膜炎如何防治,高敏,1985,第3期,http://www.chinjmap.com/cn/article/1985/3,http://www.chinjmap.com/article/exportPdf?id=19850328,
19850401,试论药剂学发展前景与人才培养,刘国杰,1985,第4期,http://www.chinjmap.com/cn/article/1985/4,http://www.chinjmap.com/article/exportPdf?id=19850401,
19850402,花粉对老年大鼠糖耐量的影响,"龚维桂,蔡华芳,范华芬*,王茂三",1985,第4期,http://www.chinjmap.com/cn/article/1985/4,http://www.chinjmap.com/article/exportPdf?id=19850402,
19850428,丽水地区分会举办“药代动力学及数学方法”讲座,倪慕慈,1985,第4期,http://www.chinjmap.com/cn/article/1985/4,http://www.chinjmap.com/article/exportPdf?id=19850428,
19850403,输液用环桐酐涂料胶塞的研究,"胡长鸿,马闰珍",1985,第4期,http://www.chinjmap.com/cn/article/1985/4,http://www.chinjmap.com/article/exportPdf?id=19850403,
19850404,口服中成药中检出大肠杆菌的意义和污染途径的探讨,张光华,1985,第4期,http://www.chinjmap.com/cn/article/1985/4,http://www.chinjmap.com/article/exportPdf?id=19850404,
