article_id,title,year,issue,volumn_page,pdf_url,doi
1ec70bd6-a1b6-4dc8-888a-bda5b4277dfd,蛋白酶体抑制剂MG132对人子宫内膜癌HEC-1B和Ishikawa细胞增殖、凋亡和周期的影响,2012,6,https://ykxb.scu.edu.cn/cn/article/2012/6,https://ykxb.scu.edu.cn/article/exportPdf?id=1ec70bd6-a1b6-4dc8-888a-bda5b4277dfd,
97849bf4-85eb-422e-b680-cbba0efc9a2c,三氧化二砷通过抑制NF-κB增强TRAIL诱导A549细胞凋亡的作用研究,2012,6,https://ykxb.scu.edu.cn/cn/article/2012/6,https://ykxb.scu.edu.cn/article/exportPdf?id=97849bf4-85eb-422e-b680-cbba0efc9a2c,
53ce5444-23ee-4549-89cb-0e4fc0036b9f,低氧性肺动脉高压大鼠血清和肺组织凝血酶敏感蛋白-1的变化,2012,6,https://ykxb.scu.edu.cn/cn/article/2012/6,https://ykxb.scu.edu.cn/article/exportPdf?id=53ce5444-23ee-4549-89cb-0e4fc0036b9f,
f9653d43-e7c2-4aec-9249-0d4f1303aeef,川芎嗪对Nogo基因调控心肌成纤维细胞增殖作用的影响,2012,6,https://ykxb.scu.edu.cn/cn/article/2012/6,https://ykxb.scu.edu.cn/article/exportPdf?id=f9653d43-e7c2-4aec-9249-0d4f1303aeef,
19635d6d-eb8c-4ca3-995d-f6e4fc4d5b30,电针穴位对非酒精性脂肪肝大鼠脂质代谢的影响,2012,6,https://ykxb.scu.edu.cn/cn/article/2012/6,https://ykxb.scu.edu.cn/article/exportPdf?id=19635d6d-eb8c-4ca3-995d-f6e4fc4d5b30,
d711a2de-56b7-4f46-8ab1-825159a1db08,二氢青蒿素对大鼠牛Ⅱ型胶原蛋白诱导关节炎模型作用的初步研究,2012,6,https://ykxb.scu.edu.cn/cn/article/2012/6,https://ykxb.scu.edu.cn/article/exportPdf?id=d711a2de-56b7-4f46-8ab1-825159a1db08,
84d746ac-cddc-464b-83f8-452309e83227,宿主白介素28B基因多态性与慢性丙型肝炎抗病毒疗效的研究分析,2012,6,https://ykxb.scu.edu.cn/cn/article/2012/6,https://ykxb.scu.edu.cn/article/exportPdf?id=84d746ac-cddc-464b-83f8-452309e83227,
86f6b019-5914-4962-8cf5-f402ec4a4a83,感染性早产患者血清、胎盘组织TNFRⅡ的表达水平及其与TNFRⅡ196基因多态性的关系,2012,6,https://ykxb.scu.edu.cn/cn/article/2012/6,https://ykxb.scu.edu.cn/article/exportPdf?id=86f6b019-5914-4962-8cf5-f402ec4a4a83,
de1c2a74-5bc5-4c07-a67e-dc2fcd910442,超声联合靶向微泡治疗急性脑血栓的动物实验研究,2012,6,https://ykxb.scu.edu.cn/cn/article/2012/6,https://ykxb.scu.edu.cn/article/exportPdf?id=de1c2a74-5bc5-4c07-a67e-dc2fcd910442,
c18311b4-ee34-4e28-bbcc-44f8294b5b6e,注射用磷丙泊酚钠在Ⅰ期临床耐受性试验中对健康受试者QT间期的影响,2012,6,https://ykxb.scu.edu.cn/cn/article/2012/6,https://ykxb.scu.edu.cn/article/exportPdf?id=c18311b4-ee34-4e28-bbcc-44f8294b5b6e,
