article_id,title,author,issue_url,pdf_url
10.1016/j.bsheal.2025.07.007,Development of an identity test for COVID-19 mRNA vaccines using SARS-CoV-2 NAT standard,"Miran Jo,Eunjo Lee,Ho Jung Oh,Jin Tae Hong,Kyung Hee Sohn",https://mednexus.org/toc/bsh/07/04,https://mednexus.org/doi/pdf/10.1016/j.bsheal.2025.07.007?download=true
10.1016/j.bsheal.2025.07.001,"A metagenomic approach for microbial risk assessment and source attribution in high-risk
                     ports of entry environments","Xiaozhou He,Ran Zhang,Jie Dong,Wei Zhen,Li Zhu,Junkai Ren,Xuejun Ma,Feng Wang,Shuang Zhang,Ke Xu,Feng Qiu,Qiudong Su,Jian’an He,Weimin Zhou,Guizhen Wu",https://mednexus.org/toc/bsh/07/04,https://mednexus.org/doi/pdf/10.1016/j.bsheal.2025.07.001?download=true
10.1016/j.bsheal.2025.07.004,"Random forest-based predictor selection and pneumonia risk probability assessment
                     in acute respiratory infections: A cross-sectional study in Chongqing, China, 2023-2024","Yunshao Xu,Yuping Duan,Jule Yang,Mingyue Jiang,Yanxia Sun,Yanlin Cao,Li Qi,Zeni Wu,Luzhao Feng",https://mednexus.org/toc/bsh/07/04,https://mednexus.org/doi/pdf/10.1016/j.bsheal.2025.07.004?download=true
10.1016/j.bsheal.2025.07.006,"Inactivation of BSL-2 and BSL-3 human pathogens using FATHHOME’s Trinion Disinfector:
                     A rapid and eco-friendly ozone-based dry disinfection approach","Kabita Adhikari,Elizabeth Zhou,Majid Khan,Shubhasish Goswami,Amir Khazaieli,Blake A. Simmons,Deepika Awasthi,Subhash C. Verma",https://mednexus.org/toc/bsh/07/04,https://mednexus.org/doi/pdf/10.1016/j.bsheal.2025.07.006?download=true
10.1016/j.bsheal.2025.07.005,"DeepHVI: A multimodal deep learning framework for predicting human-virus protein-protein
                     interactions using protein language models","Xindi Wang,Junyu Luo,Xiyang Cai,Ruibin Liu,Yixue Li,Chitin Hon",https://mednexus.org/toc/bsh/07/04,https://mednexus.org/doi/pdf/10.1016/j.bsheal.2025.07.005?download=true
10.1016/j.bsheal.2025.05.003,Biosafety considerations triggered by genome-editing technologies,"Xinxin Li,Yuanjiao Gao,Ziyu Zhang,Wen Deng,Weihua Cao,Xin Wei,Zixuan Gao,Linmei Yao,Shuojie Wang,Yao Xie,Minghui Li",https://mednexus.org/toc/bsh/07/03,https://mednexus.org/doi/pdf/10.1016/j.bsheal.2025.05.003?download=true
10.1016/j.bsheal.2025.05.004,"Longitudinal profiling of host response and oropharyngeal respiratory microbiome reveals
                     dynamic alterations during recovery from community-acquired pneumonia","Lizhe Hong,Lijun Suo,Kang Chang,Hongyun Cao,Jiahui Luan,Fuxin Zhang,Xiaofeng Yu,Xiaohui Zou,Bo Liu,Bin Cao,CAP-China Network",https://mednexus.org/toc/bsh/07/03,https://mednexus.org/doi/pdf/10.1016/j.bsheal.2025.05.004?download=true
10.1016/j.bsheal.2025.05.002,"The prevalence and genetic characteristics of human bocavirus in patients with acute
                     respiratory infection in China during 2012-2021","Haoran Jiang,Baicheng Xia,Xujing Chi,Liwei Sun,Hongmei Xu,Wenhui Wang,Min Mu,Pengbo Yu,Xingyu Xiang,Feng Zhang,Hui Zhang,Caixiao Jiang,Linqing Zhao,Zhenguo Gao,Kongxin Hu,Yan Zhang,Aili Cui",https://mednexus.org/toc/bsh/07/03,https://mednexus.org/doi/pdf/10.1016/j.bsheal.2025.05.002?download=true
10.1016/j.bsheal.2025.05.006,"Clinical prognostic value of TTV and HCMV but not EBV for outcomes in hospitalized
                     HIV-positive patients","Qinghong Fan,Guofang Tang,Mengling Jiang,Yujuan Xu,Nenglang Pan,Zhiwei Liang,Chuyu Zhang,Pinghong Li,Feilong Xu,Zhimin Chen,Bo Liu,Lingzhen Chen,Youxia Li,Chuo Li,Fengyu Hu,Feng Li",https://mednexus.org/toc/bsh/07/03,https://mednexus.org/doi/pdf/10.1016/j.bsheal.2025.05.006?download=true
10.1016/j.bsheal.2025.05.007,"The holistic rehabilitation from acute severe fever with thrombocytopenia syndrome
                     virus infection to 10 years after recovery: A cross-sectional study","Min Li,Yalan Wang,Peiwen Qiao,Yaxin Guo,Peipei Guo,Tian Ma,Shaobo Dong,Jianbo Zhan,Jun Liu,Guizhen Wu",https://mednexus.org/toc/bsh/07/03,https://mednexus.org/doi/pdf/10.1016/j.bsheal.2025.05.007?download=true
